,latitude,longitude,State,region,sub-region,country,month,year,max_temp_avg,min_temp_avg,daylight_hr_avg,rain_avg,snowfall_avg,2016-2020 (millions)
52,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,5,2020,69.80334,50.48561,12.198345,0.10005855,0.10955854,2
53,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,6,2020,80.46792,60.878918,12.198345,0.10005855,0.10955854,2
54,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,7,2020,85.53074,66.678604,12.198345,0.10005855,0.10955854,2
55,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,8,2020,83.68024,65.03401,12.198345,0.10005855,0.10955854,2
56,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,9,2020,76.037384,57.46468,12.198345,0.10005855,0.10955854,2
57,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,10,2020,64.476654,47.113594,12.198345,0.10005855,0.10955854,2
58,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,11,2020,56.240623,39.49886,12.198345,0.10005855,0.10955854,2
59,32.794376373291016,-86.80929565429688,Alabama,South,East South Central,US,12,2020,44.279423,29.150827,12.198345,0.10005855,0.10955854,2
60,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,1,2016,39.274536,24.255241,12.19835,0.08649079,0.09363523,1
61,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2,2016,45.903133,29.12705,12.19835,0.08649079,0.09363523,1
62,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,3,2016,56.460552,38.427082,12.19835,0.08649079,0.09363523,1
63,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,4,2016,62.170242,43.301945,12.19835,0.08649079,0.09363523,1
64,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,5,2016,69.73598,51.51915,12.19835,0.08649079,0.09363523,1
65,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,6,2016,81.57324,62.33277,12.19835,0.08649079,0.09363523,1
66,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,7,2016,84.93402,66.87448,12.19835,0.08649079,0.09363523,1
67,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,8,2016,83.35387,66.44628,12.19835,0.08649079,0.09363523,1
68,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,9,2016,77.273186,60.41224,12.19835,0.08649079,0.09363523,1
69,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,10,2016,67.37902,50.68877,12.19835,0.08649079,0.09363523,1
70,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,11,2016,56.796062,40.87989,12.19835,0.08649079,0.09363523,1
71,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,12,2016,41.26404,27.313189,12.19835,0.08649079,0.09363523,1
72,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,1,2017,41.90498,28.098434,12.206029,0.09639927,0.12617797,1
73,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2,2017,49.888683,32.741917,12.206029,0.09639927,0.12617797,1
74,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,3,2017,52.841038,34.781094,12.206029,0.09639927,0.12617797,1
75,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,4,2017,64.13421,45.215446,12.206029,0.09639927,0.12617797,1
76,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,5,2017,69.75774,51.04952,12.206029,0.09639927,0.12617797,1
77,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,6,2017,79.35568,60.654152,12.206029,0.09639927,0.12617797,1
78,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,7,2017,83.95581,65.75623,12.206029,0.09639927,0.12617797,1
79,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,8,2017,80.32645,63.017067,12.206029,0.09639927,0.12617797,1
80,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,9,2017,76.14651,58.461975,12.206029,0.09639927,0.12617797,1
81,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,10,2017,66.55485,49.371624,12.206029,0.09639927,0.12617797,1
82,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,11,2017,53.514507,37.586212,12.206029,0.09639927,0.12617797,1
83,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,12,2017,42.017296,27.360903,12.206029,0.09639927,0.12617797,1
84,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,1,2018,40.195778,23.562857,12.206028,0.115577355,0.13716163,1
85,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2,2018,46.72872,29.193977,12.206028,0.115577355,0.13716163,1
86,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,3,2018,49.48081,32.33441,12.206028,0.115577355,0.13716163,1
87,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,4,2018,58.484093,38.418507,12.206028,0.115577355,0.13716163,1
88,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,5,2018,75.25075,55.555325,12.206028,0.115577355,0.13716163,1
89,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,6,2018,80.67021,61.7048,12.206028,0.115577355,0.13716163,1
90,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,7,2018,84.311775,65.721565,12.206028,0.115577355,0.13716163,1
91,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,8,2018,82.67504,65.13591,12.206028,0.115577355,0.13716163,1
92,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,9,2018,76.80097,60.421917,12.206028,0.115577355,0.13716163,1
93,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,10,2018,62.845207,47.35394,12.206028,0.115577355,0.13716163,1
94,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,11,2018,48.028564,33.698154,12.206028,0.115577355,0.13716163,1
95,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,12,2018,43.19066,29.248796,12.206028,0.115577355,0.13716163,1
96,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,1,2019,39.73206,24.050486,12.206122,0.10337844,0.13377577,1
97,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2,2019,41.84358,25.524523,12.206122,0.10337844,0.13377577,1
98,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,3,2019,48.798893,30.879896,12.206122,0.10337844,0.13377577,1
99,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,4,2019,62.269325,43.275093,12.206122,0.10337844,0.13377577,1
100,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,5,2019,69.7147,51.565434,12.206122,0.10337844,0.13377577,1
101,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,6,2019,78.176506,59.66433,12.206122,0.10337844,0.13377577,1
102,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,7,2019,84.53965,65.99333,12.206122,0.10337844,0.13377577,1
103,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,8,2019,82.84969,64.44682,12.206122,0.10337844,0.13377577,1
104,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,9,2019,78.86868,60.478626,12.206122,0.10337844,0.13377577,1
105,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,10,2019,63.40115,46.442154,12.206122,0.10337844,0.13377577,1
106,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,11,2019,50.071445,33.57839,12.206122,0.10337844,0.13377577,1
107,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,12,2019,44.53673,29.925077,12.206122,0.10337844,0.13377577,1
108,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,1,2020,43.038433,28.764698,12.198345,0.10005855,0.10955854,1
109,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,2,2020,44.830307,28.132536,12.198345,0.10005855,0.10955854,1
110,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,3,2020,55.099632,37.56728,12.198345,0.10005855,0.10955854,1
111,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,4,2020,59.88827,40.586918,12.198345,0.10005855,0.10955854,1
112,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,5,2020,69.80334,50.48561,12.198345,0.10005855,0.10955854,1
113,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,6,2020,80.46792,60.878918,12.198345,0.10005855,0.10955854,1
114,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,7,2020,85.53074,66.678604,12.198345,0.10005855,0.10955854,1
115,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,8,2020,83.68024,65.03401,12.198345,0.10005855,0.10955854,1
116,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,9,2020,76.037384,57.46468,12.198345,0.10005855,0.10955854,1
117,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,10,2020,64.476654,47.113594,12.198345,0.10005855,0.10955854,1
118,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,11,2020,56.240623,39.49886,12.198345,0.10005855,0.10955854,1
119,61.33567428588867,-152.2572784423828,Alaska,West,Pacific,US,12,2020,44.279423,29.150827,12.198345,0.10005855,0.10955854,1
120,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,1,2016,39.274536,24.255241,12.19835,0.08649079,0.09363523,1
121,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2,2016,45.903133,29.12705,12.19835,0.08649079,0.09363523,1
122,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,3,2016,56.460552,38.427082,12.19835,0.08649079,0.09363523,1
123,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,4,2016,62.170242,43.301945,12.19835,0.08649079,0.09363523,1
124,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,5,2016,69.73598,51.51915,12.19835,0.08649079,0.09363523,1
125,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,6,2016,81.57324,62.33277,12.19835,0.08649079,0.09363523,1
126,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,7,2016,84.93402,66.87448,12.19835,0.08649079,0.09363523,1
127,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,8,2016,83.35387,66.44628,12.19835,0.08649079,0.09363523,1
128,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,9,2016,77.273186,60.41224,12.19835,0.08649079,0.09363523,1
129,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,10,2016,67.37902,50.68877,12.19835,0.08649079,0.09363523,1
130,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,11,2016,56.796062,40.87989,12.19835,0.08649079,0.09363523,1
131,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,12,2016,41.26404,27.313189,12.19835,0.08649079,0.09363523,1
132,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,1,2017,41.90498,28.098434,12.206029,0.09639927,0.12617797,1
133,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2,2017,49.888683,32.741917,12.206029,0.09639927,0.12617797,1
134,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,3,2017,52.841038,34.781094,12.206029,0.09639927,0.12617797,1
135,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,4,2017,64.13421,45.215446,12.206029,0.09639927,0.12617797,1
136,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,5,2017,69.75774,51.04952,12.206029,0.09639927,0.12617797,1
137,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,6,2017,79.35568,60.654152,12.206029,0.09639927,0.12617797,1
138,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,7,2017,83.95581,65.75623,12.206029,0.09639927,0.12617797,1
139,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,8,2017,80.32645,63.017067,12.206029,0.09639927,0.12617797,1
140,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,9,2017,76.14651,58.461975,12.206029,0.09639927,0.12617797,1
141,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,10,2017,66.55485,49.371624,12.206029,0.09639927,0.12617797,1
142,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,11,2017,53.514507,37.586212,12.206029,0.09639927,0.12617797,1
143,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,12,2017,42.017296,27.360903,12.206029,0.09639927,0.12617797,1
144,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,1,2018,40.195778,23.562857,12.206028,0.115577355,0.13716163,1
145,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2,2018,46.72872,29.193977,12.206028,0.115577355,0.13716163,1
146,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,3,2018,49.48081,32.33441,12.206028,0.115577355,0.13716163,1
147,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,4,2018,58.484093,38.418507,12.206028,0.115577355,0.13716163,1
148,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,5,2018,75.25075,55.555325,12.206028,0.115577355,0.13716163,1
149,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,6,2018,80.67021,61.7048,12.206028,0.115577355,0.13716163,1
150,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,7,2018,84.311775,65.721565,12.206028,0.115577355,0.13716163,1
151,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,8,2018,82.67504,65.13591,12.206028,0.115577355,0.13716163,1
152,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,9,2018,76.80097,60.421917,12.206028,0.115577355,0.13716163,1
153,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,10,2018,62.845207,47.35394,12.206028,0.115577355,0.13716163,1
154,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,11,2018,48.028564,33.698154,12.206028,0.115577355,0.13716163,1
155,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,12,2018,43.19066,29.248796,12.206028,0.115577355,0.13716163,1
156,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,1,2019,39.73206,24.050486,12.206122,0.10337844,0.13377577,1
157,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2,2019,41.84358,25.524523,12.206122,0.10337844,0.13377577,1
158,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,3,2019,48.798893,30.879896,12.206122,0.10337844,0.13377577,1
159,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,4,2019,62.269325,43.275093,12.206122,0.10337844,0.13377577,1
160,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,5,2019,69.7147,51.565434,12.206122,0.10337844,0.13377577,1
161,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,6,2019,78.176506,59.66433,12.206122,0.10337844,0.13377577,1
162,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,7,2019,84.53965,65.99333,12.206122,0.10337844,0.13377577,1
163,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,8,2019,82.84969,64.44682,12.206122,0.10337844,0.13377577,1
164,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,9,2019,78.86868,60.478626,12.206122,0.10337844,0.13377577,1
165,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,10,2019,63.40115,46.442154,12.206122,0.10337844,0.13377577,1
166,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,11,2019,50.071445,33.57839,12.206122,0.10337844,0.13377577,1
167,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,12,2019,44.53673,29.925077,12.206122,0.10337844,0.13377577,1
168,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,1,2020,43.038433,28.764698,12.198345,0.10005855,0.10955854,1
169,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,2,2020,44.830307,28.132536,12.198345,0.10005855,0.10955854,1
170,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,3,2020,55.099632,37.56728,12.198345,0.10005855,0.10955854,1
171,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,4,2020,59.88827,40.586918,12.198345,0.10005855,0.10955854,1
172,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,5,2020,69.80334,50.48561,12.198345,0.10005855,0.10955854,1
173,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,6,2020,80.46792,60.878918,12.198345,0.10005855,0.10955854,1
174,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,7,2020,85.53074,66.678604,12.198345,0.10005855,0.10955854,1
175,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,8,2020,83.68024,65.03401,12.198345,0.10005855,0.10955854,1
176,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,9,2020,76.037384,57.46468,12.198345,0.10005855,0.10955854,1
177,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,10,2020,64.476654,47.113594,12.198345,0.10005855,0.10955854,1
178,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,11,2020,56.240623,39.49886,12.198345,0.10005855,0.10955854,1
179,33.70825958251953,-111.35403442382812,Arizona,West,Mountain,US,12,2020,44.279423,29.150827,12.198345,0.10005855,0.10955854,1
180,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,1,2016,39.274536,24.255241,12.19835,0.08649079,0.09363523,2
181,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2,2016,45.903133,29.12705,12.19835,0.08649079,0.09363523,2
182,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,3,2016,56.460552,38.427082,12.19835,0.08649079,0.09363523,2
183,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,4,2016,62.170242,43.301945,12.19835,0.08649079,0.09363523,2
184,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,5,2016,69.73598,51.51915,12.19835,0.08649079,0.09363523,2
185,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,6,2016,81.57324,62.33277,12.19835,0.08649079,0.09363523,2
186,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,7,2016,84.93402,66.87448,12.19835,0.08649079,0.09363523,2
187,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,8,2016,83.35387,66.44628,12.19835,0.08649079,0.09363523,2
188,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,9,2016,77.273186,60.41224,12.19835,0.08649079,0.09363523,2
189,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,10,2016,67.37902,50.68877,12.19835,0.08649079,0.09363523,2
190,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,11,2016,56.796062,40.87989,12.19835,0.08649079,0.09363523,2
191,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,12,2016,41.26404,27.313189,12.19835,0.08649079,0.09363523,2
192,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,1,2017,41.90498,28.098434,12.206029,0.09639927,0.12617797,2
193,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2,2017,49.888683,32.741917,12.206029,0.09639927,0.12617797,2
194,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,3,2017,52.841038,34.781094,12.206029,0.09639927,0.12617797,2
195,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,4,2017,64.13421,45.215446,12.206029,0.09639927,0.12617797,2
196,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,5,2017,69.75774,51.04952,12.206029,0.09639927,0.12617797,2
197,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,6,2017,79.35568,60.654152,12.206029,0.09639927,0.12617797,2
198,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,7,2017,83.95581,65.75623,12.206029,0.09639927,0.12617797,2
199,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,8,2017,80.32645,63.017067,12.206029,0.09639927,0.12617797,2
200,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,9,2017,76.14651,58.461975,12.206029,0.09639927,0.12617797,2
201,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,10,2017,66.55485,49.371624,12.206029,0.09639927,0.12617797,2
202,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,11,2017,53.514507,37.586212,12.206029,0.09639927,0.12617797,2
203,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,12,2017,42.017296,27.360903,12.206029,0.09639927,0.12617797,2
204,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,1,2018,40.195778,23.562857,12.206028,0.115577355,0.13716163,2
205,34.973636627197266,-92.40151977539062,Arkansas,South,West South Central,US,2,2018,46.72872,29.193977,12.206028,0.115577355,0.13716163,2
